full_text,casefolding
@tanyakanrl Semangat nder kalo udah tahap intv user udah bagus gak sih cv nya harusnya. Buat ngisi waktu coba daftar mbg terdekat gitu wkwk soalnya aku juga barusan ngide daftar sambil apply2 lagi,@tanyakanrl semangat nder kalo udah tahap intv user udah bagus gak sih cv nya harusnya. buat ngisi waktu coba daftar mbg terdekat gitu wkwk soalnya aku juga barusan ngide daftar sambil apply2 lagi
Penugasan 5.000 juru masak profesional di seluruh Indonesia jadi bukti bahwa pemerintah ingin program MBG berjalan dengan standar tinggi https://t.co/1WA9i2rA59,penugasan 5.000 juru masak profesional di seluruh indonesia jadi bukti bahwa pemerintah ingin program mbg berjalan dengan standar tinggi https://t.co/1wa9i2ra59
Luar biasa program MBG kini bukan hanya tentang jumlah dapur tapi juga tentang kualitas makanan berkat kehadiran ribuan juru masak terlatih https://t.co/ssN7M1XPDi,luar biasa program mbg kini bukan hanya tentang jumlah dapur tapi juga tentang kualitas makanan berkat kehadiran ribuan juru masak terlatih https://t.co/ssn7m1xpdi
Yang kaya gini yang bikin hati eneg sama mukanya Prabowo. Segala anggaran kementerian apa juga skrg harus nyerempet2 support MBG.,yang kaya gini yang bikin hati eneg sama mukanya prabowo. segala anggaran kementerian apa juga skrg harus nyerempet2 support mbg.
@tempodotco BGN terjunkan 5000 chef MBG ke berbagai daerah untuk pastikan kualitas makanan anak bangsa tetap terbaik. Langkah nyata jaga gizi dan rasa! #LanjutkanMBG,@tempodotco bgn terjunkan 5000 chef mbg ke berbagai daerah untuk pastikan kualitas makanan anak bangsa tetap terbaik. langkah nyata jaga gizi dan rasa! #lanjutkanmbg
@ARSIPAJA program daerah atau pusat itu MBG?,@arsipaja program daerah atau pusat itu mbg?
@jamaisvu_7 @wattpadmenfess_ aku tak punya bunga aku tak punya harta. gratis aja dah kaya mbg,@jamaisvu_7 @wattpadmenfess_ aku tak punya bunga aku tak punya harta. gratis aja dah kaya mbg
Setiap dapur MBG yang dibuka berarti semakin banyak anak yang bisa tumbuh sehat dan bahagia ️ https://t.co/2BXvU2HL2S,setiap dapur mbg yang dibuka berarti semakin banyak anak yang bisa tumbuh sehat dan bahagia ️ https://t.co/2bxvu2hl2s
Generasi muda-nya kena MBG Generasi tengahnya dihajar BBM oplos pajak tinggi nyari kerja susah gaji seada2 biaya hidup&amp;sembako mahal akses layanan medis susah dst dst Kata aku mah pemerintah semoga kena adzab dunia akhirat :),generasi muda-nya kena mbg generasi tengahnya dihajar bbm oplos pajak tinggi nyari kerja susah gaji seada2 biaya hidup&amp;sembako mahal akses layanan medis susah dst dst kata aku mah pemerintah semoga kena adzab dunia akhirat :)
Program MBG ini bukan cuma soal makan tapi soal keadilan sosial untuk seluruh anak bangsa ️ https://t.co/zPUW46gCRp,program mbg ini bukan cuma soal makan tapi soal keadilan sosial untuk seluruh anak bangsa ️ https://t.co/zpuw46gcrp
Dari dapur ke masa depan MBG benar-benar bawa harapan nyata bagi jutaan anak https://t.co/YtzDyurn0y,dari dapur ke masa depan mbg benar-benar bawa harapan nyata bagi jutaan anak https://t.co/ytzdyurn0y
@bakuldimsum_ Trus anggaran pendidikan dipotong buat mbg,@bakuldimsum_ trus anggaran pendidikan dipotong buat mbg
@DS_yantie @bebek7415975944 @BudiDimedjo @f_fathur apakah menu MBG spageti asli atau identik?,@ds_yantie @bebek7415975944 @budidimedjo @f_fathur apakah menu mbg spageti asli atau identik?
Dapur MBG bukan cuma tempat masak tapi tempat lahirnya harapan baru untuk generasi Indonesia https://t.co/FdRILRBWLl,dapur mbg bukan cuma tempat masak tapi tempat lahirnya harapan baru untuk generasi indonesia https://t.co/fdrilrbwll
Program MBG benar-benar bikin banyak keluarga terbantu. Salut buat kerja keras semua pihak https://t.co/5PM2iAPWxp,program mbg benar-benar bikin banyak keluarga terbantu. salut buat kerja keras semua pihak https://t.co/5pm2iapwxp
Setiap kali liat berita dapur MBG nambah rasanya bangga banget sama negeri ini https://t.co/OVHAiykkwx,setiap kali liat berita dapur mbg nambah rasanya bangga banget sama negeri ini https://t.co/ovhaiykkwx
Bahkan gaji pencuci omprengan mbg lebih besar dr ibu asnat tenaga pendidik yg mencerdaskan anak2 bangsa. Pemerintah bangsat. Semoga perut kalian di penuhi belatung.,bahkan gaji pencuci omprengan mbg lebih besar dr ibu asnat tenaga pendidik yg mencerdaskan anak2 bangsa. pemerintah bangsat. semoga perut kalian di penuhi belatung.
Program MBG jadi harapan buat banyak keluarga yang ingin anaknya tumbuh sehat. Terima kasih BGN dan semua pihak yang terlibat https://t.co/jRUImNPkl7,program mbg jadi harapan buat banyak keluarga yang ingin anaknya tumbuh sehat. terima kasih bgn dan semua pihak yang terlibat https://t.co/jruimnpkl7
@DS_yantie GK usah MBG MBG masih banyak anak sekolah yang bener bener butuh sekolah gratis,@ds_yantie gk usah mbg mbg masih banyak anak sekolah yang bener bener butuh sekolah gratis
MBG bukan cuma program tapi gerakan besar yang jaga masa depan bangsa lewat piring bergizi setiap hari ️ https://t.co/VG9UF9Eucw,mbg bukan cuma program tapi gerakan besar yang jaga masa depan bangsa lewat piring bergizi setiap hari ️ https://t.co/vg9uf9eucw
Suka banget liat program yang benar-benar nyentuh masyarakat kayak MBG ini. Dapurnya makin banyak harapannya makin besar https://t.co/flpFMOtb1c,suka banget liat program yang benar-benar nyentuh masyarakat kayak mbg ini. dapurnya makin banyak harapannya makin besar https://t.co/flpfmotb1c
Pemerintah nggak main-main dalam wujudkan Indonesia sehat. Ribuan dapur MBG jadi bukti nyata kepedulian terhadap gizi anak bangsa ️ https://t.co/OYPGnNRD3e,pemerintah nggak main-main dalam wujudkan indonesia sehat. ribuan dapur mbg jadi bukti nyata kepedulian terhadap gizi anak bangsa ️ https://t.co/oypgnnrd3e
@txtdrbekasi gak tau skala prioritas mangkanya ciptain lapangan kerja layak inflasi turunin biar ortunya punya kerjaan tetap si anak gak ngandelin mbg. Emang sarang proyek korup mangkanya ngotot jalan terus.,@txtdrbekasi gak tau skala prioritas mangkanya ciptain lapangan kerja layak inflasi turunin biar ortunya punya kerjaan tetap si anak gak ngandelin mbg. emang sarang proyek korup mangkanya ngotot jalan terus.
waktunya support aksi gubernur! Langkah bijak buat bersihin MBG kesehatan rakyat lebih aman https://t.co/MSN9EFrK9R,waktunya support aksi gubernur! langkah bijak buat bersihin mbg kesehatan rakyat lebih aman https://t.co/msn9efrk9r
Salut buat pemerintah dan BGN yang serius banget memperluas dapur MBG! Dari kota sampai pelosok semua anak berhak tumbuh sehat dan kuat ️ https://t.co/HxbEmMHTcG,salut buat pemerintah dan bgn yang serius banget memperluas dapur mbg! dari kota sampai pelosok semua anak berhak tumbuh sehat dan kuat ️ https://t.co/hxbemmhtcg
Luar biasa banget BGN udah operasikan lebih dari 10 ribu dapur MBG! Semoga target 25 ribu dapur di akhir 2025 bisa tercapai biar makin banyak anak Indonesia dapat makan sehat tiap hari https://t.co/2jv7DnpU8P,luar biasa banget bgn udah operasikan lebih dari 10 ribu dapur mbg! semoga target 25 ribu dapur di akhir 2025 bisa tercapai biar makin banyak anak indonesia dapat makan sehat tiap hari https://t.co/2jv7dnpu8p
Mantab gini dong pak kalau rekrut juru masak profesional kami kan jadi makin yakin kalo standar kitchen juga pasti diterapin sama orang-orang yang bertugas buat MBG biar meminimalisir kemungkinan kasus2 yang lalu https://t.co/qsdqEYU21g https://t.co/lsFL82soho,mantab gini dong pak kalau rekrut juru masak profesional kami kan jadi makin yakin kalo standar kitchen juga pasti diterapin sama orang-orang yang bertugas buat mbg biar meminimalisir kemungkinan kasus2 yang lalu https://t.co/qsdqeyu21g https://t.co/lsfl82soho
setuju bgt pak gubernur! Langkah konkrit emang harus diambil buat cegah keracunan MBG. Semangat terus https://t.co/jQybfXSiVZ,setuju bgt pak gubernur! langkah konkrit emang harus diambil buat cegah keracunan mbg. semangat terus https://t.co/jqybfxsivz
Polda Sumbar dan BGM Berkolaborasi Atasi Keracunan MBG - https://t.co/Aoc6tjg1RC https://t.co/oiNCW08fig,polda sumbar dan bgm berkolaborasi atasi keracunan mbg - https://t.co/aoc6tjg1rc https://t.co/oincw08fig
@letterofsasuke Gorengan rasa MBG uh....,@letterofsasuke gorengan rasa mbg uh....
@tempodotco iyeee di kota besar doang coba di kota pelosok ada emang? mbg di tempat w aja gajelas njir menu nya gk niat,@tempodotco iyeee di kota besar doang coba di kota pelosok ada emang? mbg di tempat w aja gajelas njir menu nya gk niat
@sociotalker kalau kamu ngurus MBG serangga kawinnya kapan?!,@sociotalker kalau kamu ngurus mbg serangga kawinnya kapan?!
ayo dukung beliau masalah MBG dikelola serius. Pembersihan tempat nasi keputusan tepat https://t.co/diBnL8Jdsr,ayo dukung beliau masalah mbg dikelola serius. pembersihan tempat nasi keputusan tepat https://t.co/dibnl8jdsr
@tempodotco Koran bajjer ga laku ini post mbg dengan menu kek gt giliran yg gizinya pas ga di post.. mau heran tapi bajjer,@tempodotco koran bajjer ga laku ini post mbg dengan menu kek gt giliran yg gizinya pas ga di post.. mau heran tapi bajjer
@Opposisi6890 Perihal paling dungu dan bodoh utk dibahas krn keracunan itu krn habis makan mbg bukan makan kertas ijasah,@opposisi6890 perihal paling dungu dan bodoh utk dibahas krn keracunan itu krn habis makan mbg bukan makan kertas ijasah
pak Muhidin mantap ngurusin masalah MBG semoga solusi ini bisa bantu banyak orang. Lanjutkan https://t.co/3wRarvD721,pak muhidin mantap ngurusin masalah mbg semoga solusi ini bisa bantu banyak orang. lanjutkan https://t.co/3wrarvd721
MBG atau PG....,mbg atau pg....
@artistsbase Nder.. kamu abis konsumsi mbg apa gmna sampai lihatnya Mulyono? Itu malah mirip Ganjar jir ganteng gitu malah dibilang kek si mulyono kasian...,@artistsbase nder.. kamu abis konsumsi mbg apa gmna sampai lihatnya mulyono? itu malah mirip ganjar jir ganteng gitu malah dibilang kek si mulyono kasian...
mbak Gub Muhidin tepat banget kebersihan MBG tu kunci utama biar sehat warganya https://t.co/J6U8kU5HCa,mbak gub muhidin tepat banget kebersihan mbg tu kunci utama biar sehat warganya https://t.co/j6u8ku5hca
@rosemaryngarlic Hayo keracunana MBG,@rosemaryngarlic hayo keracunana mbg
hebat pak Gub sedia pembersih buat cegah masalah dari MBG. Ini baru pemimpin solutif https://t.co/Kw0WxjY5Cn,hebat pak gub sedia pembersih buat cegah masalah dari mbg. ini baru pemimpin solutif https://t.co/kw0wxjy5cn
@tanyakanrl Kurangi gorengan masak les minyak work out olahraga makan 4 sehat 5 mbg stay happy,@tanyakanrl kurangi gorengan masak les minyak work out olahraga makan 4 sehat 5 mbg stay happy
@AsepKurnia2810 Keknya itu menu mbg lah ,@asepkurnia2810 keknya itu menu mbg lah 
@ch_chotimah2 @prabowo @Gerindra Narasi dari Budak MBG (Mak Banteng Gendeng) ,@ch_chotimah2 @prabowo @gerindra narasi dari budak mbg (mak banteng gendeng) 
Mbg makan bareng genderuwo,mbg makan bareng genderuwo
h. Muhidin emang luar biasa udah siap hadapi masalah MBG sm dgn solusi ciamik https://t.co/EH07nmcglx,h. muhidin emang luar biasa udah siap hadapi masalah mbg sm dgn solusi ciamik https://t.co/eh07nmcglx
Salut sama BGN yang sigap ngawasin MBG di tiap daerah biar anak-anak makan enak bersih dan bergizi terus tiap hari! #LanjutkanMBG POP MART Di Lazada #GenshinSpecialProgram trade $swtch Trade $KONG https://t.co/zRXfNddzI9,salut sama bgn yang sigap ngawasin mbg di tiap daerah biar anak-anak makan enak bersih dan bergizi terus tiap hari! #lanjutkanmbg pop mart di lazada #genshinspecialprogram trade $swtch trade $kong https://t.co/zrxfnddzi9
Dibandingkan dengan MBG Program KKS yg diinisiasi Kumendan Patjul ini jauh lebih efektif &amp; berdaya guna Langsung pada sasaran &amp; menyentuh akar rumput KKS membantu mewujudkan mimpi anak² bertalenta dalam sebuah kontribusi &amp; karya nyata Terima kasih Kumendan BambangPatjul https://t.co/wulOHMyva3,dibandingkan dengan mbg program kks yg diinisiasi kumendan patjul ini jauh lebih efektif &amp; berdaya guna langsung pada sasaran &amp; menyentuh akar rumput kks membantu mewujudkan mimpi anak² bertalenta dalam sebuah kontribusi &amp; karya nyata terima kasih kumendan bambangpatjul https://t.co/wulohmyva3
@CNNIndonesia Tiap ada MBG gausah dimakan.. biar mubadzir biar jadi sampah.. biar hancur sekalian ini negara Capek..,@cnnindonesia tiap ada mbg gausah dimakan.. biar mubadzir biar jadi sampah.. biar hancur sekalian ini negara capek..
gub kita cerdas! Fokus ke kebersihan tempat nasi demi cegah racun MBG. Maju terus https://t.co/i0aSABXw2M,gub kita cerdas! fokus ke kebersihan tempat nasi demi cegah racun mbg. maju terus https://t.co/i0asabxw2m
@idextratime Mbg beracun bbm etanol pelatih kontollll. baru ngerasain bahagia karena punya timnas main bagus aja malah dirusak pahit bgt sih jadi WNI tooddddddddddd ngentoddddd gw udah bayar pajak cukkkk ada aja cobaan capek gw cuma pgn nonton timnas main bagus susah amat sih,@idextratime mbg beracun bbm etanol pelatih kontollll. baru ngerasain bahagia karena punya timnas main bagus aja malah dirusak pahit bgt sih jadi wni tooddddddddddd ngentoddddd gw udah bayar pajak cukkkk ada aja cobaan capek gw cuma pgn nonton timnas main bagus susah amat sih
Di tiktok baru gue komen perihal MBG nyatanya di lapangan tdk merata eh di serang dong yasalam maksud gue sengaja mrk pelihada orang dongoka padahal kita iniloh semua korban korban dr kebijakan aneh PEMERINTAH,di tiktok baru gue komen perihal mbg nyatanya di lapangan tdk merata eh di serang dong yasalam maksud gue sengaja mrk pelihada orang dongoka padahal kita iniloh semua korban korban dr kebijakan aneh pemerintah
BATALKAN MBG HAPUS DARI APBN 2026,batalkan mbg hapus dari apbn 2026
bagus nih Gubernur peka soal MBG. Kita harus dukung upayanya bersihin tempat nasi biar aman https://t.co/gF7dyOssfu,bagus nih gubernur peka soal mbg. kita harus dukung upayanya bersihin tempat nasi biar aman https://t.co/gf7dyossfu
@tempodotco Siap2 dapur MBG,@tempodotco siap2 dapur mbg
@DS_yantie MBG kntl mestinya dananya buat bantu yang begini ini,@ds_yantie mbg kntl mestinya dananya buat bantu yang begini ini
MBG adalah harapan bagi anak-anak dari keluarga kurang mampu dan di wilayah 3T. Program ini memberikan nutrisi penting yang mereka butuhkan untuk tumbuh dan berkembang. Jangan hentikan tapi perbaiki dan tingkatkan. #LanjutkanMBG #viral #GMMTVFANIVAL #TREASURE Amanda Manopo https://t.co/Wygba0QcVp,mbg adalah harapan bagi anak-anak dari keluarga kurang mampu dan di wilayah 3t. program ini memberikan nutrisi penting yang mereka butuhkan untuk tumbuh dan berkembang. jangan hentikan tapi perbaiki dan tingkatkan. #lanjutkanmbg #viral #gmmtvfanival #treasure amanda manopo https://t.co/wygba0qcvp
@tempodotco yaa MBG aja berkilah aman apalagi cuma udah ber-zat radioaktif,@tempodotco yaa mbg aja berkilah aman apalagi cuma udah ber-zat radioaktif
@PapaRaissa19 Apakah ini MBG,@paparaissa19 apakah ini mbg
mbg era joseon https://t.co/hdnWw6isuv,mbg era joseon https://t.co/hdnww6isuv
@barengwarga Hati hati jadi menu mbg,@barengwarga hati hati jadi menu mbg
@kompascom Kalo duit ikn kcic mbg ga di pake bisa bikin escalator/lift bwt di halte2 ini,@kompascom kalo duit ikn kcic mbg ga di pake bisa bikin escalator/lift bwt di halte2 ini
Plot twistnya: dijadiin menu MBG ,plot twistnya: dijadiin menu mbg 
@tekarok007 Buzer buzer kan banyak mbg fiktit.,@tekarok007 buzer buzer kan banyak mbg fiktit.
@mardigu024 Bener. Alhamdulillah sejak ada MBG di sekolah anak saya ayam tetangga saya jadi gemuk-gemuk.,@mardigu024 bener. alhamdulillah sejak ada mbg di sekolah anak saya ayam tetangga saya jadi gemuk-gemuk.
@dunjin apa aja sih asal jangan MBG kak ,@dunjin apa aja sih asal jangan mbg kak 
tak kira tempat makan mbg jebul tambak udang to cuk asu ,tak kira tempat makan mbg jebul tambak udang to cuk asu 
jadi zombie gara2 MBG,jadi zombie gara2 mbg
makin miris sm mbg sekarang solusinya jg malah nambah anggaran pls sektor mana lg yg bakal kena efisiensi,makin miris sm mbg sekarang solusinya jg malah nambah anggaran pls sektor mana lg yg bakal kena efisiensi
Menteri Sekretaris Negara Prasetyo Hadi sudah menerima draf Peraturan Presiden (Perpres) tentang tata kelola makan bergizi gratis (MBG) dan dalam waktu dekat akan dikirimkan kepada Presiden Prabowo Subianto. Mensesneg menjelaskan Perpres MBG belum disahkan karena masih menunggu https://t.co/6Pk1g5DoKS,menteri sekretaris negara prasetyo hadi sudah menerima draf peraturan presiden (perpres) tentang tata kelola makan bergizi gratis (mbg) dan dalam waktu dekat akan dikirimkan kepada presiden prabowo subianto. mensesneg menjelaskan perpres mbg belum disahkan karena masih menunggu https://t.co/6pk1g5doks
@__kulitkacang @tanyakanrl MBG yang sesungguhnya ini sih,@__kulitkacang @tanyakanrl mbg yang sesungguhnya ini sih
Semua yang berhubungan dengan MBG harus dinyinyirin. Mulai dari soal klaster keracunan sampai transparansi para pemilik dapur MBG ini. Uang puluhan triliun bahkan tahun depan ratusan triliun ada di sini. Ada opportunity cost yang besar,semua yang berhubungan dengan mbg harus dinyinyirin. mulai dari soal klaster keracunan sampai transparansi para pemilik dapur mbg ini. uang puluhan triliun bahkan tahun depan ratusan triliun ada di sini. ada opportunity cost yang besar
Alhamdulillah bukan mbg kantor https://t.co/PZfdWhqs7H,alhamdulillah bukan mbg kantor https://t.co/pzfdwhqs7h
@tempodotco @adepedia Indo apasi yg ga aman mbg yg berkasus banyak aja jalan trossss,@tempodotco @adepedia indo apasi yg ga aman mbg yg berkasus banyak aja jalan trossss
dengerin dokter yapping masalah gigi ke mbg terus tbtb ybs bahas korupsi &amp; ijazah https://t.co/WVCLMPIoNM,dengerin dokter yapping masalah gigi ke mbg terus tbtb ybs bahas korupsi &amp; ijazah https://t.co/wvclmpionm
Menurut gue kita harus politisir MBG. Kenapa? Karena ini kebijakan yang dibuat pemerintah hasil pemilihan umum presiden. Sebuah jabatan politik. Dan terlebih lagi uangnya besar. Menyangkut anak-anak kita juga.,menurut gue kita harus politisir mbg. kenapa? karena ini kebijakan yang dibuat pemerintah hasil pemilihan umum presiden. sebuah jabatan politik. dan terlebih lagi uangnya besar. menyangkut anak-anak kita juga.
@CakWar06 @detikcom TAKDIR.. Gampang khan Juga waktu MBG keracunan,@cakwar06 @detikcom takdir.. gampang khan juga waktu mbg keracunan
@03__nakula Par purbaya nyuruh kepala MBG paparan tisp bulan di depan publik Ngakak2,@03__nakula par purbaya nyuruh kepala mbg paparan tisp bulan di depan publik ngakak2
Abis itu udangnya diolah dan dijadiin menu MBG,abis itu udangnya diolah dan dijadiin menu mbg
@fariedza @ralenionlaxus @davinnhayes MBG nya kan Makanan Bapak Gue ya sama aja sih,@fariedza @ralenionlaxus @davinnhayes mbg nya kan makanan bapak gue ya sama aja sih
@tanyakanrl MBG Jumat lalu https://t.co/JuCegUb6H3,@tanyakanrl mbg jumat lalu https://t.co/jucegub6h3
Rockefeller Foundation Apresiasi Inovasi Polri Di Program MBG https://t.co/atUKjMLM5L Rakyat Merdeka - Kepolisian Negara Republik Indonesia (Polri) terus menunjukkan komitmennya dalam mengimplementasikan Baca di : https://t.co/6v6G0iJg7y https://t.co/HOpwIyvG5V,rockefeller foundation apresiasi inovasi polri di program mbg https://t.co/atukjmlm5l rakyat merdeka - kepolisian negara republik indonesia (polri) terus menunjukkan komitmennya dalam mengimplementasikan baca di : https://t.co/6v6g0ijg7y https://t.co/hopwiyvg5v
Catatan Kuliah : Kebijakan publik yang mengalami masalah (ex: MBG) harusnya di stop ditengah jalan total atau dilanjutin sampai tuntas ya? #catatankuliah #ngulik.publik https://t.co/tReoyo7Xqs,catatan kuliah : kebijakan publik yang mengalami masalah (ex: mbg) harusnya di stop ditengah jalan total atau dilanjutin sampai tuntas ya? #catatankuliah #ngulik.publik https://t.co/treoyo7xqs
@muderates GATAU NGGAK JELAS sekolah aku diundur trs mbg nya huf,@muderates gatau nggak jelas sekolah aku diundur trs mbg nya huf
Wakil BGN Nanik Deyang tegas mengancam akan menutup dapur MBG yang melanggar SOP! Prioritas utama adalah keselamatan anak-anak dari keracunan makanan. SOP harus ditegakkan! #LanjutkanMBG Ifan Seventeen #viral #TREASURE Kenny Autin Amanda Manopo Trade $SU Jumat #MMFF51 https://t.co/3WD4BlxHw1,wakil bgn nanik deyang tegas mengancam akan menutup dapur mbg yang melanggar sop! prioritas utama adalah keselamatan anak-anak dari keracunan makanan. sop harus ditegakkan! #lanjutkanmbg ifan seventeen #viral #treasure kenny autin amanda manopo trade $su jumat #mmff51 https://t.co/3wd4blxhw1
Kepala badan pangan Arief Prasetyo lengser dari jabatannya guyss! #lengser #badanpangan #makanbergizigratis #mbg #baru #presiden #fyp https://t.co/fzXxeKzcL2,kepala badan pangan arief prasetyo lengser dari jabatannya guyss! #lengser #badanpangan #makanbergizigratis #mbg #baru #presiden #fyp https://t.co/fzxxekzcl2
Ajik gara² mbg ga dateng hari ini perut guel perih (TD SEKOLAH BENER² SIBUK PLS AKU BANYAK LATIHAN BUAT LOMBA JD GA SEMPET JAJAN),ajik gara² mbg ga dateng hari ini perut guel perih (td sekolah bener² sibuk pls aku banyak latihan buat lomba jd ga sempet jajan)
@Giiselje Yg nguras MBG,@giiselje yg nguras mbg
@tempodotco Takut bgt tiba² dijadiin bahan makan buat mbg,@tempodotco takut bgt tiba² dijadiin bahan makan buat mbg
@CNNIndonesia Hentikan Program MBG . mau sampai kapan anak bangsa jadi korban terus.. Woii mikir wooiii..,@cnnindonesia hentikan program mbg . mau sampai kapan anak bangsa jadi korban terus.. woii mikir wooiii..
@kegblgnunfaedh kebanyakan konsumsi mbg ya gini. tolllollll,@kegblgnunfaedh kebanyakan konsumsi mbg ya gini. tolllollll
Titah Prabowo ke Kepala BGN: Gerak cepat atasi keracunan MBG! Bapak Presiden menginstruksikan konsolidasi dengan seluruh SPPG &amp; wilayah Indonesia agar masalah yang timbul belakangan dapat segera diatasi. #LanjutkanMBG #viral #TREASURE Kenny Autin Amanda Manopo Trade $SU Jumat https://t.co/qnyDUBiHB9,titah prabowo ke kepala bgn: gerak cepat atasi keracunan mbg! bapak presiden menginstruksikan konsolidasi dengan seluruh sppg &amp; wilayah indonesia agar masalah yang timbul belakangan dapat segera diatasi. #lanjutkanmbg #viral #treasure kenny autin amanda manopo trade $su jumat https://t.co/qnydubihb9
Sampai jumat sore 7 klaster keracunan MBG minggu ini. Turun dibanding minggu lalu. Tapi masih tinggi buat sebuah program makanan untuk anak-anak kita,sampai jumat sore 7 klaster keracunan mbg minggu ini. turun dibanding minggu lalu. tapi masih tinggi buat sebuah program makanan untuk anak-anak kita
Program MBG bermasalah namun Presiden Prabowo Subianto enggan menghentikannya. Pemerintah menyiapkan perubahan struktur organisasi Badan Gizi Nasional (BGN). Ada persaingan antara blok tentara dan IPB di internal BGN. https://t.co/Ps2xRjHJ4J,program mbg bermasalah namun presiden prabowo subianto enggan menghentikannya. pemerintah menyiapkan perubahan struktur organisasi badan gizi nasional (bgn). ada persaingan antara blok tentara dan ipb di internal bgn. https://t.co/ps2xrjhj4j
@tanyakanrl MBG alias my bekel gweh https://t.co/brwzvR7ruh,@tanyakanrl mbg alias my bekel gweh https://t.co/brwzvr7ruh
@KueBoludarMusa Keracunan MBG ponpes roboh,@kueboludarmusa keracunan mbg ponpes roboh
@DS_yantie Udah bener duit rakyat buat subsidi pendidikan aja eehh malah dibuang buang buat MBG jadi tai!,@ds_yantie udah bener duit rakyat buat subsidi pendidikan aja eehh malah dibuang buang buat mbg jadi tai!
MALANG SDN 2 Dinoyo Kota Malang menarik seluruh paket makanan program Makan Bergizi Gratis (MBG) setelah ditemukan lauk ayam suwir berbau tidak sedap saat pembagian menu pada Kamis (9/10/2025) pagi. Kepala Sekolah SDN 2 Dinoyo Jumain mengatakan program MBG di sekolahnya https://t.co/wHgBJeJ4eC,malang sdn 2 dinoyo kota malang menarik seluruh paket makanan program makan bergizi gratis (mbg) setelah ditemukan lauk ayam suwir berbau tidak sedap saat pembagian menu pada kamis (9/10/2025) pagi. kepala sekolah sdn 2 dinoyo jumain mengatakan program mbg di sekolahnya https://t.co/whgbjej4ec
@randomable_ Tidak ada guna MBG kalau ada murid belum bayar sumbangan sekolah tidak bisa ikut ujian. @prabowo @Kemdikdasmen @DPR_RI,@randomable_ tidak ada guna mbg kalau ada murid belum bayar sumbangan sekolah tidak bisa ikut ujian. @prabowo @kemdikdasmen @dpr_ri
@makeiten Kok ky mbg itu hahahahah,@makeiten kok ky mbg itu hahahahah
Stop MBG selama 2-3 hari itu udah cukup kan buat bayar hutang + interest per tahunnya?,stop mbg selama 2-3 hari itu udah cukup kan buat bayar hutang + interest per tahunnya?
Baca di : https://t.co/ZQOlbCEx3k https://t.co/f6mzaoDQ8H,baca di : https://t.co/zqolbcex3k https://t.co/f6mzaodq8h
Istana: Perpres Tata Kelola MBG Tunggu Masukan Sebelum Disahkan https://t.co/pU0ygVSf94,istana: perpres tata kelola mbg tunggu masukan sebelum disahkan https://t.co/pu0ygvsf94
@tempodotco Takut banget di jadiin menu mbg,@tempodotco takut banget di jadiin menu mbg
@DS_yantie makan tuh MBG triliunan mending buat pendidikan,@ds_yantie makan tuh mbg triliunan mending buat pendidikan
@tempodotco Itu MBG dihentikan selama 4 bulan hutang KCIC selama 40 tahun juga bisa terbayar secara cash.,@tempodotco itu mbg dihentikan selama 4 bulan hutang kcic selama 40 tahun juga bisa terbayar secara cash.
@barengwarga Yaudah dia dan keluarganya aja yg makan sama jadikan MBG buat yg katanya perwakilan rakyat itu.,@barengwarga yaudah dia dan keluarganya aja yg makan sama jadikan mbg buat yg katanya perwakilan rakyat itu.
@DS_yantie hasil dari MBG lbh prioritas drpd Pendidikan gratis,@ds_yantie hasil dari mbg lbh prioritas drpd pendidikan gratis
MBG guwe hari ini today,mbg guwe hari ini today
@bleketetet Mending ini dari pada menu MBG,@bleketetet mending ini dari pada menu mbg
Makan aje tuh MBG @IndiHomeCare malah down anjing,makan aje tuh mbg @indihomecare malah down anjing
@kompascom Mbg diliburin 10 hari..,@kompascom mbg diliburin 10 hari..
@mardigu024 Alhamdulillah... Sejak ada MBG tangga dirumah saya juga tinggi.. Hidup MBG!!!,@mardigu024 alhamdulillah... sejak ada mbg tangga dirumah saya juga tinggi.. hidup mbg!!!
@tempodotco udang campur radioaktif...amaan. pertamina campur etanol...amaan. makan MBG keracunan...kaget belum terbiasa... giliran korupsi gak mau dihukum mati...,@tempodotco udang campur radioaktif...amaan. pertamina campur etanol...amaan. makan mbg keracunan...kaget belum terbiasa... giliran korupsi gak mau dihukum mati...
@keonho67 KM ADA MBG JG GK DD,@keonho67 km ada mbg jg gk dd
MBG proyek trkutukkk,mbg proyek trkutukkk
@erwin_apandi @SiaranBolaLive @CNNIndonesia Ada kok yg minta maaf sambil acting nangis malah https://t.co/7fXc6mnz5z,@erwin_apandi @siaranbolalive @cnnindonesia ada kok yg minta maaf sambil acting nangis malah https://t.co/7fxc6mnz5z
Semoga Program MBG ini bisa berjalan lancar dan benar-benar dirasakan manfaatnya oleh masyarakat di seluruh pelosok Indonesia. ,semoga program mbg ini bisa berjalan lancar dan benar-benar dirasakan manfaatnya oleh masyarakat di seluruh pelosok indonesia. 
@Heraloebss MBG menunjukkan komitmen pemerintah dalam menangani masalah gizi buruk dan kesenjangan sosial. Harapannya implementasi di lapangan bisa merata dan tepat sasaran,@heraloebss mbg menunjukkan komitmen pemerintah dalam menangani masalah gizi buruk dan kesenjangan sosial. harapannya implementasi di lapangan bisa merata dan tepat sasaran
Telur sekilo dah 31k. Efek MBG nyata. ,telur sekilo dah 31k. efek mbg nyata. 
